country_name,year,gdp_growth,unemployment,inflation
Norway,2017,2.46374626574153,4.164,1.87510059552554
Norway,2018,0.828931500516902,3.801,2.76483134528788
Norway,2019,1.12374694968757,3.684,2.16773003305402
Norway,2020,-1.27817177234034,4.424,1.28658490708005
Poland,1988,,,58.7208297320654
Poland,1989,,,244.550932984827
Poland,1990,,,567.878800666191
Poland,1991,-7.01557879301123,13.621,76.7694992087347
Poland,1992,2.51497861350261,13.645,46.0985621037431
Poland,1993,3.73831029461471,14.393,36.9641666120718
Poland,1994,5.292802066626,14.825,32.9912766093522
Poland,1995,7.92965956313934,13.695,27.951388563304
Poland,1996,6.09387747385628,12.684,19.7949669196707
Poland,1997,6.35890635030509,10.964,14.9131586149599
Poland,1998,4.62161133761769,9.935,11.5978554257235
Poland,1999,4.69918479192557,12.29,7.15407291179862
Poland,2000,4.65633252988236,14.928,9.90017538843064
Poland,2001,1.23374464400356,18.435,5.40833545566148
Poland,2002,1.90119437968586,20.211,1.90528215048055
Poland,2003,3.52337117234833,19.899,0.682701375787681
Poland,2004,5.09079546409544,18.822,3.38264681884691
Poland,2005,3.26082274679216,17.592,2.18379872390258
Poland,2006,6.20210710934373,13.794,1.28469394366408
Poland,2007,6.7604478527626,9.551,2.45874312385402
Poland,2008,4.38377069274605,7.069,4.16497193524764
Poland,2009,2.61512859291683,8.131,3.79539242483406
Poland,2010,3.16892748258036,9.578,2.58069370250543
Poland,2011,5.25546256612796,9.576,4.2394014962594
Poland,2012,1.51178167644575,10.031,3.56037151702783
Poland,2013,0.684240607051805,10.293,0.991982606332428
Poland,2014,3.92050862390032,8.971,0.0538213132399802
Poland,2015,4.43176700264478,7.475,-0.87412587412577
Poland,2016,3.03117767594847,6.141,-0.664767331433961
Poland,2017,5.15245773325907,4.867,2.0759355367385
Poland,2018,6.2458584723942,3.835,1.81295156542679
Poland,2019,4.58045817256199,3.267,2.227478809383
Poland,2020,-2.03556882399977,3.155,3.37446972618589
Portugal,1988,7.4891073628233,,10.1016321152266
Portugal,1989,6.44063956353789,,12.6863036456149
Portugal,1990,3.95052317228428,,13.6305705693074
Portugal,1991,4.36820616663232,3.919,11.8494841773675
